feedback_id,ticket_id,rating,comments
1875,78755,4,"Issue resolved quickly, very satisfied."
1876,94838,3,Response was slow.
1877,96718,3,Response was slow.
1878,29708,4,"Fast resolution, no complaints."
1879,20522,4,"Issue resolved quickly, very satisfied."
1880,83015,2,Not fully satisfied with the fix.
1881,19872,5,Engineer was helpful and professional.
1882,90048,5,"Fast resolution, no complaints."
1883,87523,4,Engineer was helpful and professional.
1884,51475,2,Not fully satisfied with the fix.
1885,11009,4,"Fast resolution, no complaints."
1886,94737,2,Response was slow.
1887,43320,5,Great support experience!
1888,4492,5,"Issue resolved quickly, very satisfied."
1889,47152,4,Great support experience!
1890,62243,2,Issue recurred after resolution.
1891,92597,3,Response was slow.
1892,69694,3,Issue recurred after resolution.
1893,8084,5,"Fast resolution, no complaints."
1894,42092,4,"Fast resolution, no complaints."
1895,26376,3,Had to follow up multiple times.
1896,39370,4,Engineer was helpful and professional.
1897,68015,5,Great support experience!
1898,58003,1,Took too long to resolve.
1899,31174,3,Response was slow.
1900,54196,4,Great support experience!
1901,80450,5,Engineer was helpful and professional.
1902,21027,3,Response was slow.
1903,2968,5,Great support experience!
1904,72908,4,Great support experience!
1905,25226,1,Had to follow up multiple times.
1906,32336,2,Took too long to resolve.
1907,38553,5,Great support experience!
1908,99517,4,"Issue resolved quickly, very satisfied."
1909,83380,5,"Fast resolution, no complaints."
1910,79829,5,Engineer was helpful and professional.
1911,74732,4,Exceeded expectations.
1912,44691,5,Engineer was helpful and professional.
1913,48933,1,Response was slow.
1914,98331,5,"Fast resolution, no complaints."
1915,25351,5,"Issue resolved quickly, very satisfied."
1916,26569,5,"Fast resolution, no complaints."
1917,53751,5,"Issue resolved quickly, very satisfied."
1918,73685,5,Engineer was helpful and professional.
1919,1416,5,Engineer was helpful and professional.
1920,23761,4,Engineer was helpful and professional.
1921,82628,5,Engineer was helpful and professional.
1922,8468,5,"Issue resolved quickly, very satisfied."
1923,99239,4,Great support experience!
1924,87958,5,Engineer was helpful and professional.
1925,30372,5,Great support experience!
1926,33176,5,Great support experience!
1927,89579,4,Exceeded expectations.
1928,64441,1,Response was slow.
1929,46891,2,Response was slow.
1930,79984,5,Engineer was helpful and professional.
1931,84298,5,Great support experience!
1932,19316,3,Not fully satisfied with the fix.
1933,56755,5,Exceeded expectations.
1934,69562,2,Had to follow up multiple times.
1935,54751,4,Exceeded expectations.
1936,37030,1,Took too long to resolve.
1937,17209,4,Engineer was helpful and professional.
1938,52873,5,Exceeded expectations.
1939,48759,4,"Fast resolution, no complaints."
1940,17359,4,Great support experience!
1941,65462,5,"Fast resolution, no complaints."
1942,72398,5,"Issue resolved quickly, very satisfied."
1943,91216,5,Great support experience!
1944,18268,5,Exceeded expectations.
1945,95669,5,Engineer was helpful and professional.
1946,91837,1,Not fully satisfied with the fix.
1947,69407,4,Engineer was helpful and professional.
1948,60426,5,"Fast resolution, no complaints."
1949,38266,5,"Issue resolved quickly, very satisfied."
1950,36777,4,Engineer was helpful and professional.
1951,80840,4,Exceeded expectations.
1952,11847,4,"Fast resolution, no complaints."
1953,72172,1,Took too long to resolve.
1954,11584,1,Response was slow.
1955,83623,4,"Issue resolved quickly, very satisfied."
1956,20533,5,"Issue resolved quickly, very satisfied."
1957,87595,4,Exceeded expectations.
1958,10347,4,Exceeded expectations.
1959,84659,5,"Issue resolved quickly, very satisfied."
1960,32892,5,"Issue resolved quickly, very satisfied."
1961,23848,4,"Issue resolved quickly, very satisfied."
1962,20184,3,Took too long to resolve.
1963,5882,5,Great support experience!
1964,64189,5,Engineer was helpful and professional.
1965,33613,2,Had to follow up multiple times.
1966,30827,5,"Issue resolved quickly, very satisfied."
1967,61964,4,Engineer was helpful and professional.
1968,33879,4,"Issue resolved quickly, very satisfied."
1969,20642,2,Took too long to resolve.
1970,58645,5,Great support experience!
1971,17819,3,Had to follow up multiple times.
1972,58242,5,"Fast resolution, no complaints."
1973,88668,4,"Issue resolved quickly, very satisfied."
1974,16610,4,Exceeded expectations.
1975,15571,5,Great support experience!
1976,56886,4,Great support experience!
1977,23398,4,Exceeded expectations.
1978,10044,5,"Fast resolution, no complaints."
1979,95357,3,Issue recurred after resolution.
1980,82754,4,"Issue resolved quickly, very satisfied."
1981,8551,5,"Fast resolution, no complaints."
1982,73191,4,Great support experience!
1983,21567,4,Great support experience!
1984,3073,5,Great support experience!
1985,58495,1,Had to follow up multiple times.
1986,89954,5,Great support experience!
1987,71880,4,"Fast resolution, no complaints."
1988,31073,4,Great support experience!
1989,74951,2,Issue recurred after resolution.
1990,15795,3,Not fully satisfied with the fix.
1991,95118,1,Not fully satisfied with the fix.
1992,20199,3,Had to follow up multiple times.
1993,51798,4,Great support experience!
1994,29805,5,"Fast resolution, no complaints."
1995,16265,4,"Fast resolution, no complaints."
1996,70033,4,Exceeded expectations.
1997,44874,5,Engineer was helpful and professional.
1998,68148,4,Great support experience!
1999,90747,5,Exceeded expectations.
2000,17727,5,Engineer was helpful and professional.
2001,21463,4,Exceeded expectations.
2002,10544,3,Had to follow up multiple times.
2003,7833,4,Engineer was helpful and professional.
2004,97458,3,Not fully satisfied with the fix.
2005,19898,4,Engineer was helpful and professional.
2006,5264,5,"Fast resolution, no complaints."
2007,49963,5,"Fast resolution, no complaints."
2008,14079,2,Issue recurred after resolution.
2009,59140,4,"Fast resolution, no complaints."
2010,9431,5,Engineer was helpful and professional.
2011,56434,5,"Fast resolution, no complaints."
2012,92149,4,Great support experience!
2013,84417,5,"Issue resolved quickly, very satisfied."
2014,85139,4,Great support experience!
2015,13731,4,Engineer was helpful and professional.
2016,72032,5,Exceeded expectations.
2017,77484,4,Engineer was helpful and professional.
2018,62552,5,Exceeded expectations.
2019,27743,4,"Fast resolution, no complaints."
2020,91309,4,"Fast resolution, no complaints."
2021,93155,4,"Fast resolution, no complaints."
2022,71507,2,Had to follow up multiple times.
2023,11447,4,"Issue resolved quickly, very satisfied."
2024,61852,5,Great support experience!
2025,30945,3,Response was slow.
2026,13342,1,Response was slow.
2027,93994,4,"Fast resolution, no complaints."
2028,55998,4,Exceeded expectations.
2029,62314,5,"Issue resolved quickly, very satisfied."
2030,12395,4,"Issue resolved quickly, very satisfied."
2031,76772,5,Great support experience!
2032,26909,3,Issue recurred after resolution.
2033,77345,4,"Issue resolved quickly, very satisfied."
2034,48129,4,"Fast resolution, no complaints."
2035,25653,4,"Issue resolved quickly, very satisfied."
2036,30601,5,Exceeded expectations.
2037,74651,3,Had to follow up multiple times.
2038,8660,5,Great support experience!
2039,70377,5,"Fast resolution, no complaints."
2040,67070,3,Issue recurred after resolution.
2041,85967,4,"Issue resolved quickly, very satisfied."
2042,32413,5,"Issue resolved quickly, very satisfied."
2043,40215,4,Engineer was helpful and professional.
2044,69348,4,Exceeded expectations.
2045,19896,5,Exceeded expectations.
2046,43113,4,Great support experience!
2047,23363,5,Great support experience!
2048,84955,4,"Fast resolution, no complaints."
2049,95592,5,Great support experience!
2050,5432,5,Exceeded expectations.
2051,32330,4,Great support experience!
2052,34002,2,Not fully satisfied with the fix.
2053,27357,4,"Fast resolution, no complaints."
2054,95686,5,"Issue resolved quickly, very satisfied."
2055,82220,2,Took too long to resolve.
2056,56929,3,Had to follow up multiple times.
2057,9577,4,"Fast resolution, no complaints."
2058,15764,2,Response was slow.
2059,56910,4,Engineer was helpful and professional.
2060,54570,5,Great support experience!
2061,93500,3,Issue recurred after resolution.
2062,96860,5,Engineer was helpful and professional.
2063,15307,3,Not fully satisfied with the fix.
2064,46193,1,Not fully satisfied with the fix.
2065,11890,4,"Issue resolved quickly, very satisfied."
2066,96987,4,Exceeded expectations.
2067,2411,4,"Fast resolution, no complaints."
2068,79217,5,Great support experience!
2069,99738,4,"Issue resolved quickly, very satisfied."
2070,59674,5,Engineer was helpful and professional.
2071,70294,4,"Issue resolved quickly, very satisfied."
2072,84331,3,Took too long to resolve.
2073,58378,5,Great support experience!
2074,91708,2,Had to follow up multiple times.
2075,66094,5,Engineer was helpful and professional.
2076,37945,5,Engineer was helpful and professional.
2077,25934,5,Great support experience!
2078,50972,4,Exceeded expectations.
2079,36180,4,Exceeded expectations.
2080,49645,3,Took too long to resolve.
2081,90859,5,"Fast resolution, no complaints."
2082,29349,5,Great support experience!
2083,37986,4,Engineer was helpful and professional.
2084,36452,5,Great support experience!
2085,27,5,"Issue resolved quickly, very satisfied."
2086,19829,3,Response was slow.
2087,7341,5,Engineer was helpful and professional.
2088,73762,1,Not fully satisfied with the fix.
2089,19456,4,Exceeded expectations.
2090,23103,4,"Fast resolution, no complaints."
2091,71644,4,"Issue resolved quickly, very satisfied."
2092,54222,4,"Issue resolved quickly, very satisfied."
2093,22680,5,Great support experience!
2094,65874,5,"Issue resolved quickly, very satisfied."
2095,3425,5,"Fast resolution, no complaints."
2096,31439,4,Engineer was helpful and professional.
2097,72423,4,Engineer was helpful and professional.
2098,32996,3,Had to follow up multiple times.
2099,39570,2,Not fully satisfied with the fix.
2100,8043,2,Had to follow up multiple times.
2101,8390,5,Engineer was helpful and professional.
2102,32964,1,Had to follow up multiple times.
2103,20001,3,Took too long to resolve.
2104,86227,4,Engineer was helpful and professional.
2105,60304,3,Issue recurred after resolution.
2106,80391,5,Exceeded expectations.
2107,63537,5,"Issue resolved quickly, very satisfied."
2108,28333,2,Issue recurred after resolution.
2109,98734,3,Took too long to resolve.
2110,6968,5,Great support experience!
2111,91529,1,Took too long to resolve.
2112,55531,4,"Fast resolution, no complaints."
2113,94898,4,"Fast resolution, no complaints."
2114,24617,5,Exceeded expectations.
2115,5030,5,"Issue resolved quickly, very satisfied."
2116,77322,2,Not fully satisfied with the fix.
2117,33523,3,Took too long to resolve.
2118,11212,5,"Fast resolution, no complaints."
2119,32349,3,Not fully satisfied with the fix.
2120,56653,3,Took too long to resolve.
2121,60730,1,Not fully satisfied with the fix.
2122,30314,5,Great support experience!
2123,34845,4,"Fast resolution, no complaints."
2124,68810,5,"Issue resolved quickly, very satisfied."
2125,82645,5,Exceeded expectations.
2126,5794,4,Engineer was helpful and professional.
2127,62273,4,"Issue resolved quickly, very satisfied."
2128,90486,3,Issue recurred after resolution.
2129,87445,5,"Fast resolution, no complaints."
2130,61552,3,Not fully satisfied with the fix.
2131,63197,5,"Issue resolved quickly, very satisfied."
2132,35682,3,Response was slow.
2133,18497,2,Issue recurred after resolution.
2134,9614,5,Exceeded expectations.
2135,25284,1,Response was slow.
2136,93486,4,Engineer was helpful and professional.
2137,3680,3,Response was slow.
2138,24231,3,Had to follow up multiple times.
2139,96229,4,Great support experience!
2140,50295,5,"Fast resolution, no complaints."
2141,92484,4,Engineer was helpful and professional.
2142,79809,5,Great support experience!
2143,37413,2,Not fully satisfied with the fix.
2144,32202,5,Exceeded expectations.
2145,55901,4,Great support experience!
2146,8349,5,Great support experience!
2147,65654,5,"Issue resolved quickly, very satisfied."
2148,85094,2,Not fully satisfied with the fix.
2149,70774,3,Response was slow.
2150,72124,5,"Fast resolution, no complaints."
2151,3242,5,Exceeded expectations.
2152,56647,4,Great support experience!
2153,95569,2,Issue recurred after resolution.
2154,87870,4,"Issue resolved quickly, very satisfied."
2155,3595,2,Took too long to resolve.
2156,54363,4,Engineer was helpful and professional.
2157,82721,4,Engineer was helpful and professional.
2158,65395,5,Great support experience!
2159,72829,5,Engineer was helpful and professional.
2160,971,5,"Fast resolution, no complaints."
2161,44944,5,"Issue resolved quickly, very satisfied."
2162,84042,5,Great support experience!
2163,65218,2,Had to follow up multiple times.
2164,42301,3,Took too long to resolve.
2165,23302,4,Engineer was helpful and professional.
2166,1142,5,Great support experience!
2167,35527,4,"Fast resolution, no complaints."
2168,47148,4,Engineer was helpful and professional.
2169,12869,3,Response was slow.
2170,5383,4,"Issue resolved quickly, very satisfied."
2171,29638,5,Great support experience!
2172,69747,4,Engineer was helpful and professional.
2173,49404,4,Exceeded expectations.
2174,21226,2,Issue recurred after resolution.
2175,40085,4,Great support experience!
2176,68512,5,"Issue resolved quickly, very satisfied."
2177,60632,5,Exceeded expectations.
2178,75100,5,"Issue resolved quickly, very satisfied."
2179,97930,4,"Issue resolved quickly, very satisfied."
2180,40306,3,Response was slow.
2181,80084,3,Took too long to resolve.
2182,16970,4,Exceeded expectations.
2183,94168,2,Response was slow.
2184,40015,3,Not fully satisfied with the fix.
2185,54025,5,Exceeded expectations.
2186,48206,5,"Fast resolution, no complaints."
2187,71467,3,Took too long to resolve.
2188,15997,5,Great support experience!
2189,78843,3,Took too long to resolve.
2190,74230,1,Issue recurred after resolution.
2191,27907,3,Took too long to resolve.
2192,51926,5,Great support experience!
2193,3337,5,"Fast resolution, no complaints."
2194,81522,4,Engineer was helpful and professional.
2195,17807,5,"Fast resolution, no complaints."
2196,40177,5,Great support experience!
2197,79585,4,"Issue resolved quickly, very satisfied."
2198,48346,3,Took too long to resolve.
2199,80923,5,Great support experience!
2200,60492,4,"Issue resolved quickly, very satisfied."
2201,69916,3,Issue recurred after resolution.
2202,23751,4,"Fast resolution, no complaints."
2203,22258,1,Response was slow.
2204,65422,4,Engineer was helpful and professional.
2205,21574,5,Exceeded expectations.
2206,38489,3,Response was slow.
2207,80773,5,Engineer was helpful and professional.
2208,51240,5,Engineer was helpful and professional.
2209,75409,3,Response was slow.
2210,40429,5,"Issue resolved quickly, very satisfied."
2211,88108,5,"Issue resolved quickly, very satisfied."
2212,7976,2,Took too long to resolve.
2213,81463,5,Great support experience!
2214,86321,5,Exceeded expectations.
2215,21552,5,Exceeded expectations.
2216,18412,4,Engineer was helpful and professional.
2217,54564,5,Exceeded expectations.
2218,71417,5,Engineer was helpful and professional.
2219,19650,2,Had to follow up multiple times.
2220,65445,3,Not fully satisfied with the fix.
2221,32872,3,Response was slow.
2222,83397,2,Took too long to resolve.
2223,40666,2,Not fully satisfied with the fix.
2224,4866,4,Exceeded expectations.
2225,33036,5,Engineer was helpful and professional.
2226,35368,5,Great support experience!
2227,47511,5,"Issue resolved quickly, very satisfied."
2228,84802,2,Had to follow up multiple times.
2229,74201,4,Exceeded expectations.
2230,89453,4,Great support experience!
2231,27146,4,"Fast resolution, no complaints."
2232,11329,4,Exceeded expectations.
2233,80885,4,Engineer was helpful and professional.
2234,6421,5,"Issue resolved quickly, very satisfied."
2235,19854,4,"Issue resolved quickly, very satisfied."
2236,92162,5,Great support experience!
2237,927,5,Exceeded expectations.
2238,30729,4,Great support experience!
2239,10335,1,Had to follow up multiple times.
2240,15504,5,Exceeded expectations.
2241,10847,5,Great support experience!
2242,39591,4,Engineer was helpful and professional.
2243,8379,5,Great support experience!
2244,81989,3,Response was slow.
2245,55659,5,"Fast resolution, no complaints."
2246,82503,5,Engineer was helpful and professional.
2247,25834,5,"Issue resolved quickly, very satisfied."
2248,14097,3,Had to follow up multiple times.
2249,99218,5,"Fast resolution, no complaints."
2250,70753,5,Engineer was helpful and professional.
2251,74356,5,Great support experience!
2252,87194,4,Great support experience!
2253,53828,3,Took too long to resolve.
2254,69006,1,Took too long to resolve.
2255,79396,4,Exceeded expectations.
2256,1648,5,Engineer was helpful and professional.
2257,61894,2,Response was slow.
2258,78428,3,Had to follow up multiple times.
2259,26893,5,Exceeded expectations.
2260,60602,4,"Issue resolved quickly, very satisfied."
2261,18579,3,Not fully satisfied with the fix.
2262,91433,4,"Fast resolution, no complaints."
2263,18113,3,Not fully satisfied with the fix.
2264,6003,4,Engineer was helpful and professional.
2265,19120,5,"Fast resolution, no complaints."
2266,5306,3,Took too long to resolve.
2267,71616,5,Exceeded expectations.
2268,1185,4,Engineer was helpful and professional.
2269,62502,5,Engineer was helpful and professional.
2270,44666,5,"Fast resolution, no complaints."
2271,62943,2,Not fully satisfied with the fix.
2272,63899,3,Had to follow up multiple times.
2273,93124,5,Engineer was helpful and professional.
2274,54644,5,Great support experience!
2275,70811,3,Not fully satisfied with the fix.
2276,71673,4,"Issue resolved quickly, very satisfied."
2277,86647,5,Great support experience!
2278,88926,5,Exceeded expectations.
2279,41175,5,"Issue resolved quickly, very satisfied."
2280,86635,5,"Issue resolved quickly, very satisfied."
2281,88501,5,Engineer was helpful and professional.
2282,85528,5,"Fast resolution, no complaints."
2283,32730,5,"Issue resolved quickly, very satisfied."
2284,43989,4,Exceeded expectations.
2285,92353,5,Engineer was helpful and professional.
2286,50649,5,Great support experience!
2287,56580,5,"Fast resolution, no complaints."
2288,68610,5,Exceeded expectations.
2289,24446,4,Exceeded expectations.
2290,36293,2,Issue recurred after resolution.
2291,82744,5,Great support experience!
2292,36132,5,Exceeded expectations.
2293,76309,5,"Fast resolution, no complaints."
2294,69216,3,Issue recurred after resolution.
2295,61365,4,Engineer was helpful and professional.
2296,7130,5,"Fast resolution, no complaints."
2297,77415,4,Engineer was helpful and professional.
2298,87238,4,Exceeded expectations.
2299,37215,5,Exceeded expectations.
2300,34909,5,Great support experience!
2301,48667,2,Took too long to resolve.
2302,89588,4,Engineer was helpful and professional.
2303,33962,1,Not fully satisfied with the fix.
2304,7993,5,Engineer was helpful and professional.
2305,70805,4,Exceeded expectations.
2306,54966,5,"Issue resolved quickly, very satisfied."
2307,48017,5,Great support experience!
2308,48115,5,"Fast resolution, no complaints."
2309,40024,1,Response was slow.
2310,88615,5,"Issue resolved quickly, very satisfied."
2311,51810,5,Exceeded expectations.
2312,8107,4,"Fast resolution, no complaints."
2313,49877,1,Issue recurred after resolution.
2314,78171,5,"Fast resolution, no complaints."
2315,20299,4,Engineer was helpful and professional.
2316,42237,4,"Issue resolved quickly, very satisfied."
2317,80760,5,"Issue resolved quickly, very satisfied."
2318,27042,4,"Issue resolved quickly, very satisfied."
2319,78839,5,Exceeded expectations.
2320,82435,4,Great support experience!
2321,93733,4,"Issue resolved quickly, very satisfied."
2322,23364,4,"Issue resolved quickly, very satisfied."
2323,58936,5,Exceeded expectations.
2324,47837,4,"Fast resolution, no complaints."
2325,10064,5,Great support experience!
2326,45926,5,"Fast resolution, no complaints."
2327,69427,1,Response was slow.
2328,56335,2,Issue recurred after resolution.
2329,5218,5,Great support experience!
2330,69580,5,Exceeded expectations.
2331,89573,5,Engineer was helpful and professional.
2332,6779,4,Exceeded expectations.
2333,85736,4,Great support experience!
2334,83572,2,Took too long to resolve.
2335,57784,4,"Issue resolved quickly, very satisfied."
2336,63212,4,Engineer was helpful and professional.
2337,32195,3,Took too long to resolve.
2338,69387,3,Issue recurred after resolution.
2339,24103,4,Exceeded expectations.
2340,86794,3,Response was slow.
2341,6164,5,Engineer was helpful and professional.
2342,33247,4,"Issue resolved quickly, very satisfied."
2343,34684,1,Took too long to resolve.
2344,75520,5,Great support experience!
2345,18402,4,Engineer was helpful and professional.
2346,86492,5,Exceeded expectations.
2347,93869,4,Engineer was helpful and professional.
2348,91877,5,Exceeded expectations.
2349,17306,5,"Issue resolved quickly, very satisfied."
2350,10250,5,"Fast resolution, no complaints."
2351,77316,4,Great support experience!
2352,51952,5,Exceeded expectations.
2353,4252,4,"Issue resolved quickly, very satisfied."
2354,73652,4,Exceeded expectations.
2355,35143,3,Not fully satisfied with the fix.
2356,92424,5,"Fast resolution, no complaints."
2357,29647,4,Great support experience!
2358,97551,5,Engineer was helpful and professional.
2359,28453,5,Exceeded expectations.
2360,39778,5,"Fast resolution, no complaints."
2361,52318,5,Engineer was helpful and professional.
2362,69573,4,Engineer was helpful and professional.
2363,63800,4,Great support experience!
2364,30045,4,Engineer was helpful and professional.
2365,47174,5,"Issue resolved quickly, very satisfied."
2366,1459,5,"Issue resolved quickly, very satisfied."
2367,60109,4,Great support experience!
2368,91615,4,"Fast resolution, no complaints."
2369,91227,4,Exceeded expectations.
2370,84444,4,Engineer was helpful and professional.
2371,463,4,Engineer was helpful and professional.
2372,53221,1,Had to follow up multiple times.
2373,44491,5,Great support experience!
2374,70218,4,Great support experience!
2375,95221,4,Exceeded expectations.
2376,53105,5,Exceeded expectations.
2377,78472,4,Exceeded expectations.
2378,56482,4,Exceeded expectations.
2379,20439,3,Response was slow.
2380,72767,4,"Issue resolved quickly, very satisfied."
2381,24646,5,"Fast resolution, no complaints."
2382,9616,5,Great support experience!
2383,6250,4,Engineer was helpful and professional.
2384,46156,5,"Fast resolution, no complaints."
2385,15870,2,Response was slow.
2386,47988,5,"Issue resolved quickly, very satisfied."
2387,47101,3,Took too long to resolve.
2388,76465,5,"Fast resolution, no complaints."
2389,2033,4,"Fast resolution, no complaints."
2390,1996,2,Took too long to resolve.
2391,29744,4,Engineer was helpful and professional.
2392,99848,5,Great support experience!
2393,64792,4,"Fast resolution, no complaints."
2394,36296,3,Took too long to resolve.
2395,79035,4,Great support experience!
2396,48821,4,Great support experience!
2397,95517,4,"Fast resolution, no complaints."
2398,59263,4,Engineer was helpful and professional.
2399,50757,3,Response was slow.
2400,21503,4,"Fast resolution, no complaints."
2401,68261,4,Engineer was helpful and professional.
2402,69081,5,"Fast resolution, no complaints."
2403,31458,4,Engineer was helpful and professional.
2404,51305,5,"Issue resolved quickly, very satisfied."
2405,67606,4,Exceeded expectations.
2406,36838,4,Engineer was helpful and professional.
2407,26506,4,Exceeded expectations.
2408,42834,4,"Issue resolved quickly, very satisfied."
2409,56414,5,"Fast resolution, no complaints."
2410,93067,5,"Fast resolution, no complaints."
2411,93141,4,"Issue resolved quickly, very satisfied."
2412,7206,4,"Issue resolved quickly, very satisfied."
2413,20005,5,"Issue resolved quickly, very satisfied."
2414,44881,5,"Fast resolution, no complaints."
2415,46876,4,"Fast resolution, no complaints."
2416,45881,4,Great support experience!
2417,22549,5,"Issue resolved quickly, very satisfied."
2418,32742,5,"Issue resolved quickly, very satisfied."
2419,43589,4,Great support experience!
2420,22036,4,"Issue resolved quickly, very satisfied."
2421,68083,5,"Fast resolution, no complaints."
2422,26400,3,Issue recurred after resolution.
2423,60477,3,Took too long to resolve.
2424,16822,2,Not fully satisfied with the fix.
2425,34611,5,"Fast resolution, no complaints."
2426,22990,4,Engineer was helpful and professional.
2427,6074,5,Great support experience!
2428,54221,5,Exceeded expectations.
2429,83233,4,"Issue resolved quickly, very satisfied."
2430,20696,4,Engineer was helpful and professional.
2431,42245,5,Exceeded expectations.
2432,98491,3,Issue recurred after resolution.
2433,59472,4,"Issue resolved quickly, very satisfied."
2434,21340,5,Great support experience!
2435,65025,5,"Issue resolved quickly, very satisfied."
2436,20026,4,Engineer was helpful and professional.
2437,64477,5,"Fast resolution, no complaints."
2438,38680,5,Exceeded expectations.
2439,15004,3,Not fully satisfied with the fix.
2440,6924,5,Exceeded expectations.
2441,31920,5,Great support experience!
2442,80253,5,Engineer was helpful and professional.
2443,53238,4,Engineer was helpful and professional.
2444,94892,4,"Fast resolution, no complaints."
2445,10625,5,Engineer was helpful and professional.
2446,16207,4,"Fast resolution, no complaints."
2447,53978,5,"Issue resolved quickly, very satisfied."
2448,7356,4,"Fast resolution, no complaints."
2449,52751,5,Exceeded expectations.
2450,8894,1,Had to follow up multiple times.
2451,14261,5,Engineer was helpful and professional.
2452,99828,4,"Issue resolved quickly, very satisfied."
2453,5638,5,Great support experience!
2454,95074,5,Exceeded expectations.
2455,91597,4,Engineer was helpful and professional.
2456,87997,5,"Issue resolved quickly, very satisfied."
2457,82919,3,Took too long to resolve.
2458,72215,4,"Fast resolution, no complaints."
2459,41539,5,"Fast resolution, no complaints."
2460,9908,4,Exceeded expectations.
2461,19865,4,"Issue resolved quickly, very satisfied."
2462,98085,2,Took too long to resolve.
2463,56311,4,Engineer was helpful and professional.
2464,16735,1,Took too long to resolve.
2465,42821,5,Great support experience!
2466,99075,5,"Issue resolved quickly, very satisfied."
2467,83048,2,Response was slow.
2468,5705,4,Great support experience!
2469,12228,5,"Issue resolved quickly, very satisfied."
2470,18143,5,"Fast resolution, no complaints."
2471,16474,4,"Fast resolution, no complaints."
2472,54965,1,Had to follow up multiple times.
2473,10733,4,Engineer was helpful and professional.
2474,69292,5,Engineer was helpful and professional.
2475,45464,5,Exceeded expectations.
2476,42517,5,Exceeded expectations.
2477,40831,4,"Fast resolution, no complaints."
2478,35962,5,"Issue resolved quickly, very satisfied."
2479,62035,5,"Fast resolution, no complaints."
2480,14753,5,Engineer was helpful and professional.
2481,79688,5,"Fast resolution, no complaints."
2482,80779,2,Issue recurred after resolution.
2483,152,4,"Issue resolved quickly, very satisfied."
2484,80762,5,Great support experience!
2485,25665,2,Had to follow up multiple times.
2486,24806,3,Not fully satisfied with the fix.
2487,50558,5,"Fast resolution, no complaints."
2488,28611,5,"Fast resolution, no complaints."
2489,58289,4,"Fast resolution, no complaints."
2490,1902,3,Response was slow.
2491,85805,5,Engineer was helpful and professional.
2492,46446,4,Engineer was helpful and professional.
2493,60078,5,Engineer was helpful and professional.
2494,53754,4,"Fast resolution, no complaints."
2495,49570,5,"Issue resolved quickly, very satisfied."
2496,51001,5,Engineer was helpful and professional.
2497,70358,1,Response was slow.
2498,3487,2,Had to follow up multiple times.
2499,91851,4,"Fast resolution, no complaints."
2500,17220,4,"Fast resolution, no complaints."
2501,52174,4,"Issue resolved quickly, very satisfied."
2502,49828,1,Had to follow up multiple times.
2503,4536,5,Engineer was helpful and professional.
2504,49285,5,Great support experience!
2505,23881,4,"Issue resolved quickly, very satisfied."
2506,29910,4,Great support experience!
2507,65850,4,"Fast resolution, no complaints."
2508,90317,5,Great support experience!
2509,43919,5,Great support experience!
2510,58578,5,Engineer was helpful and professional.
2511,29292,5,Engineer was helpful and professional.
2512,95045,1,Not fully satisfied with the fix.
2513,51846,2,Response was slow.
2514,3980,4,Great support experience!
2515,2891,5,"Issue resolved quickly, very satisfied."
2516,40689,3,Not fully satisfied with the fix.
2517,57771,4,"Fast resolution, no complaints."
2518,242,4,"Fast resolution, no complaints."
2519,2551,3,Took too long to resolve.
2520,47813,5,Great support experience!
2521,21830,1,Not fully satisfied with the fix.
2522,70256,5,Great support experience!
2523,47386,3,Issue recurred after resolution.
2524,46005,4,"Fast resolution, no complaints."
2525,23835,4,"Fast resolution, no complaints."
2526,65733,1,Issue recurred after resolution.
2527,30919,5,"Fast resolution, no complaints."
2528,94088,4,Exceeded expectations.
2529,78074,5,"Fast resolution, no complaints."
2530,25399,5,"Fast resolution, no complaints."
2531,53652,5,Great support experience!
2532,63709,5,"Issue resolved quickly, very satisfied."
2533,9217,4,"Issue resolved quickly, very satisfied."
2534,42160,5,Exceeded expectations.
2535,35517,2,Not fully satisfied with the fix.
2536,8055,5,"Issue resolved quickly, very satisfied."
2537,11167,4,Great support experience!
2538,2285,4,Great support experience!
2539,57591,5,"Fast resolution, no complaints."
2540,73270,4,"Issue resolved quickly, very satisfied."
2541,44614,5,"Fast resolution, no complaints."
2542,27579,4,Exceeded expectations.
2543,22298,5,Great support experience!
2544,49195,4,Great support experience!
2545,40782,4,"Fast resolution, no complaints."
2546,91638,4,Exceeded expectations.
2547,95797,4,Exceeded expectations.
2548,14169,3,Not fully satisfied with the fix.
2549,55233,1,Issue recurred after resolution.
2550,94915,2,Took too long to resolve.
2551,21707,5,Great support experience!
2552,83839,1,Issue recurred after resolution.
2553,33146,3,Response was slow.
2554,7509,5,Exceeded expectations.
2555,92638,4,"Issue resolved quickly, very satisfied."
2556,18833,5,"Fast resolution, no complaints."
2557,39686,5,Exceeded expectations.
2558,10386,1,Not fully satisfied with the fix.
2559,32163,2,Took too long to resolve.
2560,80286,2,Issue recurred after resolution.
2561,74671,5,"Fast resolution, no complaints."
2562,49289,3,Not fully satisfied with the fix.
2563,27870,1,Had to follow up multiple times.
2564,69128,5,Great support experience!
2565,83137,3,Took too long to resolve.
2566,94509,5,"Issue resolved quickly, very satisfied."
2567,77646,5,Engineer was helpful and professional.
2568,4237,3,Took too long to resolve.
2569,83935,4,Great support experience!
2570,56529,1,Not fully satisfied with the fix.
2571,55184,5,Exceeded expectations.
2572,59284,1,Response was slow.
